Country,ISO_Code,Level,GDLCODE,Region,"1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Argentina","ARG","Subnat","ARGr111","Santiago del Estero, Tucuman",,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,
"Armenia","ARM","Subnat","ARMr101","Aragatsotn",,,,,,,,,,43.5,,,,,,,,,,9.43,,,,,,0.53,,
"Armenia","ARM","Subnat","ARMr102","Ararat",,,,,,,,,,11.8,,,,,,,,,,1.76,,,,,,0.61,,
"Armenia","ARM","Subnat","ARMr103","Armavir",,,,,,,,,,25.5,,,,,,,,,,5.64,,,,,,0.78,,
"Armenia","ARM","Subnat","ARMr104","Gegharkunik",,,,,,,,,,29.5,,,,,,,,,,0.72,,,,,,2.06,,
"Armenia","ARM","Subnat","ARMr106","Kotayk",,,,,,,,,,10.3,,,,,,,,,,0.59,,,,,,0.00,,
"Armenia","ARM","Subnat","ARMr105","Lori",,,,,,,,,,25.9,,,,,,,,,,0.59,,,,,,0.56,,
"Armenia","ARM","Subnat","ARMr107","Shirak",,,,,,,,,,13.4,,,,,,,,,,6.23,,,,,,0.14,,
"Armenia","ARM","Subnat","ARMr108","Syunik",,,,,,,,,,9.25,,,,,,,,,,4.86,,,,,,0.14,,
"Armenia","ARM","Subnat","ARMr110","Tavush",,,,,,,,,,24.8,,,,,,,,,,2.45,,,,,,0.17,,
"Armenia","ARM","Subnat","ARMr109","Vayots Dzor",,,,,,,,,,11.4,,,,,,,,,,1.52,,,,,,0.60,,
"Armenia","ARM","Subnat","ARMr111","Yerevan",,,,,,,,,,2.25,,,,,,,,,,0.36,,,,,,0.09,,
"Azerbaijan","AZE","Subnat","AZEr102","Absheron",,,,,,,,,,,,,,,,4.26,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr107","Aran",,,,,,,,,,,,,,,,35.2,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr101","Baku",,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr109","Dakhlik Shirvan",,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr103","Ganja Gazakh",,,,,,,,,,,,,,,,34.7,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr106","Guba Khachmaz",,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr105","Lankaran",,,,,,,,,,,,,,,,34.8,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr104","Shaki Zaqatala",,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,
"Azerbaijan","AZE","Subnat","AZEr108","Yukhari Karabakh",,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,
"Bangladesh","BGD","Subnat","BGDr214"," Bagerhat, Khulna, Satkhira",,,,,,,,,,,,,,87.7,,,,,,,83.2,,,83.6,,,,
"Bangladesh","BGD","Subnat","BGDr204"," Bandarban, Cox s Bazar",,,,,,,,,,,,,,97.9,,,,,,,91.4,,,92.1,,,,
"Bangladesh","BGD","Subnat","BGDr202"," Barguna, Bhola, Patuakhali",,,,,,,,,,,,,,97.1,,,,,,,92.0,,,89.9,,,,
"Bangladesh","BGD","Subnat","BGDr201"," Barisal, Jhalokati, Pirojpur",,,,,,,,,,,,,,88.3,,,,,,,81.1,,,64.9,,,,
"Bangladesh","BGD","Subnat","BGDr219"," Bogra, Gaibandha, Jaypurhat",,,,,,,,,,,,,,93.8,,,,,,,84.9,,,81.9,,,,
"Bangladesh","BGD","Subnat","BGDr207"," Brahmanbaria, Chandpur, Comilla",,,,,,,,,,,,,,93.4,,,,,,,78.8,,,65.8,,,,
"Bangladesh","BGD","Subnat","BGDr203"," Chittagong",,,,,,,,,,,,,,80.0,,,,,,,53.7,,,53.7,,,,
"Bangladesh","BGD","Subnat","BGDr216"," Chuadanga, Jhenaidah, Kushtia, Meherpur",,,,,,,,,,,,,,89.1,,,,,,,77.0,,,70.2,,,,
"Bangladesh","BGD","Subnat","BGDr208"," Dhaka",,,,,,,,,,,,,,44.5,,,,,,,11.2,,,26.5,,,,
"Bangladesh","BGD","Subnat","BGDr220"," Dinajpur, Nilphamari, Panchagarh, Thakurgaon",,,,,,,,,,,,,,96.2,,,,,,,87.2,,,86.6,,,,
"Bangladesh","BGD","Subnat","BGDr212"," Faridpur, Manikganj, Rajbari",,,,,,,,,,,,,,88.7,,,,,,,86.8,,,84.1,,,,
"Bangladesh","BGD","Subnat","BGDr206"," Feni, Lakshmipur, Noakhali",,,,,,,,,,,,,,91.4,,,,,,,82.4,,,72.2,,,,
"Bangladesh","BGD","Subnat","BGDr209"," Gazipur, Narayanganj, Narsingdi",,,,,,,,,,,,,,90.2,,,,,,,56.5,,,54.6,,,,
"Bangladesh","BGD","Subnat","BGDr213"," Gopalganj, Madaripur, Munshiganj, Shariatpur",,,,,,,,,,,,,,96.6,,,,,,,77.1,,,70.3,,,,
